"","Movie.ID","Movie.Name","year","title","genre_Adventure","genre_Children's","genre_Fantasy","genre_Comedy","genre_Romance","genre_Drama","genre_Action","genre_Crime","genre_Thriller","genre_Horror","genre_Animation","genre_Sci-Fi","genre_Documentary","genre_War","genre_Musical","genre_Mystery","genre_Film-Noir","genre_Western"
"51","3315","Mighty Aphrodite (1995)",1995,"Mighty Aphrodite",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","3326","Lamerica (1994)",1994,"Lamerica",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"53","3337","Big Green, The (1995)",1995,"Big Green, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","3348","Georgia (1995)",1995,"Georgia",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"55","3359","Kids of the Round Table (1995)",1995,"Kids of the Round Table",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","3370","Home for the Holidays (1995)",1995,"Home for the Holidays",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"57","3380","Postino, Il (The Postman) (1994)",1994,"Postino, Il (The Postman)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"58","3390","Confessional, The (Le Confessionnal) (1995)",1995,"Confessional, The (Le Confessionnal)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"59","3402","Indian in the Cupboard, The (1995)",1995,"Indian in the Cupboard, The",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","3413","Eye for an Eye (1996)",1996,"Eye for an Eye",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"61","3424","Mr. Holland's Opus (1995)",1995,"Mr. Holland's Opus",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"62","3434","Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)",1996,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","3445","Two if by Sea (1996)",1996,"Two if by Sea",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","3454","Bio-Dome (1996)",1996,"Bio-Dome",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","3465","Lawnmower Man 2: Beyond Cyberspace (1996)",1996,"Lawnmower Man 2: Beyond Cyberspace",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"66","3476","Two Bits (1995)",1995,"Two Bits",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"67","3486","French Twist (Gazon maudit) (1995)",1995,"French Twist (Gazon maudit)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"68","3495","Friday (1995)",1995,"Friday",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","3507","From Dusk Till Dawn (1996)",1996,"From Dusk Till Dawn",0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"70","3518","Fair Game (1995)",1995,"Fair Game",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"71","3529","Kicking and Screaming (1995)",1995,"Kicking and Screaming",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"73","3550","Bed of Roses (1996)",1996,"Bed of Roses",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"74","3560","Big Bully (1996)",1996,"Big Bully",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"75","3571","Screamers (1995)",1995,"Screamers",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"76","3582","Nico Icon (1995)",1995,"Nico Icon",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"77","3593","Crossing Guard, The (1995)",1995,"Crossing Guard, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"78","3604","Juror, The (1996)",1996,"Juror, The",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"79","3616","White Balloon, The (Badkonake Sefid ) (1995)",1995,"White Balloon, The (Badkonake Sefid )",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"80","3627","Things to Do in Denver when You're Dead (1995)",1995,"Things to Do in Denver when You're Dead",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"81","3637","Antonia's Line (Antonia) (1995)",1995,"Antonia's Line (Antonia)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"82","3648","Once Upon a Time... When We Were Colored (1995)",1995,"Once Upon a Time... When We Were Colored",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"83","3659","Last Summer in the Hamptons (1995)",1995,"Last Summer in the Hamptons",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"84","3670","Angels and Insects (1995)",1995,"Angels and Insects",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"85","3681","White Squall (1996)",1996,"White Squall",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"86","3692","Dunston Checks In (1996)",1996,"Dunston Checks In",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","3703","Black Sheep (1996)",1996,"Black Sheep",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88","3713","Nick of Time (1995)",1995,"Nick of Time",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"89","3725","Journey of August King, The (1995)",1995,"Journey of August King, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"90","3746","Mary Reilly (1996)",1996,"Mary Reilly",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"91","3757","Vampire in Brooklyn (1995)",1995,"Vampire in Brooklyn",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"92","3768","Beautiful Girls (1996)",1996,"Beautiful Girls",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"93","3779","Broken Arrow (1996)",1996,"Broken Arrow",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"94","3790","In the Bleak Midwinter (1995)",1995,"In the Bleak Midwinter",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95","3801","Hate (Haine, La) (1995)",1995,"Hate (Haine, La)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"96","3812","Shopping (1994)",1994,"Shopping",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"97","3823","Heidi Fleiss: Hollywood Madam (1995)",1995,"Heidi Fleiss: Hollywood Madam",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"98","2","City Hall (1996)",1996,"City Hall",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"99","13","Bottle Rocket (1996)",1996,"Bottle Rocket",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","24","Mr. Wrong (1996)",1996,"Mr. Wrong",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","35","Unforgettable (1996)",1996,"Unforgettable",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"102","46","Happy Gilmore (1996)",1996,"Happy Gilmore",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","56","Bridges of Madison County, The (1995)",1995,"Bridges of Madison County, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"104","67","Nobody Loves Me (Keiner liebt mich) (1994)",1994,"Nobody Loves Me (Keiner liebt mich)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"105","78","Muppet Treasure Island (1996)",1996,"Muppet Treasure Island",1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"106","87","Catwalk (1995)",1995,"Catwalk",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"107","98","Headless Body in Topless Bar (1995)",1995,"Headless Body in Topless Bar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","110","Braveheart (1995)",1995,"Braveheart",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
"109","121","Taxi Driver (1976)",1976,"Taxi Driver",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"110","131","Rumble in the Bronx (1995)",1995,"Rumble in the Bronx",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"111","142","Before and After (1996)",1996,"Before and After",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"112","153","Margaret's Museum (1995)",1995,"Margaret's Museum",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"113","163","Happiness Is in the Field (1995)",1995,"Happiness Is in the Field",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","174","Anne Frank Remembered (1995)",1995,"Anne Frank Remembered",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"115","185","Young Poisoner's Handbook, The (1995)",1995,"Young Poisoner's Handbook, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"116","195","If Lucy Fell (1996)",1996,"If Lucy Fell",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"117","205","Steal Big, Steal Little (1995)",1995,"Steal Big, Steal Little",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","216","Race the Sun (1996)",1996,"Race the Sun",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"119","227","Boys of St. Vincent, The (1993)",1993,"Boys of St. Vincent, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"120","237","Boomerang (1992)",1992,"Boomerang",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","247","Chungking Express (1994)",1994,"Chungking Express",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
"122","257","Star Maker, The (Uomo delle stelle, L') (1995)",1995,"Star Maker, The (Uomo delle stelle, L')",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"123","268","Flirting With Disaster (1996)",1996,"Flirting With Disaster",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124","279","NeverEnding Story III, The (1994)",1994,"NeverEnding Story III, The",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125","290","Silence of the Palace, The (Saimt el Qusur) (1994)",1994,"Silence of the Palace, The (Saimt el Qusur)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"126","301","Jupiter's Wife (1994)",1994,"Jupiter's Wife",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"127","312","Pie in the Sky (1995)",1995,"Pie in the Sky",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"128","324","Angela (1995)",1995,"Angela",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"129","335","Frankie Starlight (1995)",1995,"Frankie Starlight",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"130","346","Jade (1995)",1995,"Jade",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"131","356","Nueba Yol (1995)",1995,"Nueba Yol",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"132","366","Sonic Outlaws (1995)",1995,"Sonic Outlaws",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"133","377","Down Periscope (1996)",1996,"Down Periscope",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134","388","From the Journals of Jean Seberg (1995)",1995,"From the Journals of Jean Seberg",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"135","398","Man of the Year (1995)",1995,"Man of the Year",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"136","409","Neon Bible, The (1995)",1995,"Neon Bible, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"137","420","Target (1995)",1995,"Target",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"138","432","Up Close and Personal (1996)",1996,"Up Close and Personal",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"139","440","Birdcage, The (1996)",1996,"Birdcage, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","450","Shadows (Cienie) (1988)",1988,"Shadows (Cienie)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"141","461","Gospa (1995)",1995,"Gospa",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"142","471","Brothers McMullen, The (1995)",1995,"Brothers McMullen, The",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","482","Bad Boys (1995)",1995,"Bad Boys",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"144","491","Amazing Panda Adventure, The (1995)",1995,"Amazing Panda Adventure, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","501","Basketball Diaries, The (1995)",1995,"Basketball Diaries, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"146","511","Awfully Big Adventure, An (1995)",1995,"Awfully Big Adventure, An",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"147","521","Amateur (1994)",1994,"Amateur",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"148","531","Apollo 13 (1995)",1995,"Apollo 13",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"149","540","Rob Roy (1995)",1995,"Rob Roy",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"150","550","Addiction, The (1995)",1995,"Addiction, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"151","560","Batman Forever (1995)",1995,"Batman Forever",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"152","569","Belle de jour (1967)",1967,"Belle de jour",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"153","579","Beyond Rangoon (1995)",1995,"Beyond Rangoon",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"154","590","Blue in the Face (1995)",1995,"Blue in the Face",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155","600","Canadian Bacon (1994)",1994,"Canadian Bacon",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"156","609","Casper (1995)",1995,"Casper",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157","620","Clockers (1995)",1995,"Clockers",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"158","632","Congo (1995)",1995,"Congo",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
"159","642","Crimson Tide (1995)",1995,"Crimson Tide",0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
"160","652","Crumb (1994)",1994,"Crumb",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"161","663","Desperado (1995)",1995,"Desperado",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"162","671","Devil in a Blue Dress (1995)",1995,"Devil in a Blue Dress",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
"163","682","Die Hard: With a Vengeance (1995)",1995,"Die Hard: With a Vengeance",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"164","693","Doom Generation, The (1995)",1995,"Doom Generation, The",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"165","703","Feast of July (1995)",1995,"Feast of July",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"166","714","First Knight (1995)",1995,"First Knight",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"167","725","Free Willy 2: The Adventure Home (1995)",1995,"Free Willy 2: The Adventure Home",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"168","736","Hackers (1995)",1995,"Hackers",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"169","746","Jeffrey (1995)",1995,"Jeffrey",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","756","Johnny Mnemonic (1995)",1995,"Johnny Mnemonic",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
"171","767","Judge Dredd (1995)",1995,"Judge Dredd",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"172","776","Jury Duty (1995)",1995,"Jury Duty",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","785","Kids (1995)",1995,"Kids",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"174","795","Living in Oblivion (1995)",1995,"Living in Oblivion",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","803","Lord of Illusions (1995)",1995,"Lord of Illusions",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"176","812","Love & Human Remains (1993)",1993,"Love & Human Remains",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","822","Mad Love (1995)",1995,"Mad Love",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"178","832","Mallrats (1995)",1995,"Mallrats",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","839","Mighty Morphin Power Rangers: The Movie (1995)",1995,"Mighty Morphin Power Rangers: The Movie",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"180","848","Moonlight and Valentino (1995)",1995,"Moonlight and Valentino",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"181","857","Mute Witness (1994)",1994,"Mute Witness",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"182","867","Nadja (1994)",1994,"Nadja",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"183","878","Net, The (1995)",1995,"Net, The",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"184","889","Nine Months (1995)",1995,"Nine Months",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","900","Party Girl (1995)",1995,"Party Girl",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","910","Prophecy, The (1995)",1995,"Prophecy, The",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"187","921","Reckless (1995)",1995,"Reckless",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","933","Safe (1995)",1995,"Safe",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"189","944","Scarlet Letter, The (1995)",1995,"Scarlet Letter, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"190","955","Show, The (1995)",1995,"Show, The",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"191","966","Showgirls (1995)",1995,"Showgirls",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"192","976","Smoke (1995)",1995,"Smoke",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"193","987","Something to Talk About (1995)",1995,"Something to Talk About",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"194","998","Species (1995)",1995,"Species",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"195","1009","Stars Fell on Henrietta, The (1995)",1995,"Stars Fell on Henrietta, The",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"196","1020","Strange Days (1995)",1995,"Strange Days",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
"197","1031","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1964,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"198","1044","Tie That Binds, The (1995)",1995,"Tie That Binds, The",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"199","1055","Three Wishes (1995)",1995,"Three Wishes",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"200","1066","Total Eclipse (1995)",1995,"Total Eclipse",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"201","1077","To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1995,"To Wong Foo, Thanks for Everything! Julie Newmar",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","1088","Under Siege 2: Dark Territory (1995)",1995,"Under Siege 2: Dark Territory",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"203","1099","Unstrung Heroes (1995)",1995,"Unstrung Heroes",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
